,x,y
0,-2.8302460399383875,2.5818302507581388
1,-2.8124075808240354,2.581786630164139
2,-2.809374149447578,2.5769355773750062
3,-2.7951981632074134,2.564338435486399
4,-2.8042860059119157,2.5382790607948484
5,-2.7729867768829526,2.5229072586540258
6,-2.721554932094985,2.5129258260272382
7,-2.6718378579431934,2.4751074533928863
8,-2.594040934100649,2.458094085191033
9,-2.468380861902649,2.433508989997963
10,-2.4003504714895647,2.4128877258502914
11,-2.3927378217699715,2.386593033299774
12,-2.378229575985091,2.366133442734342
13,-2.345720727157955,2.3402028266241137
14,-2.270273918101202,2.321999100046593
15,-2.2444596562353145,2.3223870193047498
16,-2.271981034315995,2.3229783204648813
17,-2.2600676445558503,2.3245938156641133
18,-2.2180828936944263,2.343419729543622
19,-2.173644668717399,2.3641939392652387
20,-2.0745485231896708,2.3926287171675162
21,-2.043939029968989,2.417489899552109
22,-2.026006194044955,2.426334168849348
23,-2.034904021247506,2.404511213989385
24,-2.0698511610707784,2.38889093425718
25,-2.042185648142825,2.4035887785266485
26,-1.995842467518869,2.4132071002960442
27,-1.9850852222757107,2.3828395504033386
28,-2.0023770680723754,2.34555897451808
29,-2.009907617425234,2.305510696175169
30,-2.0682640275157538,2.260800205165122
31,-2.070804140044815,2.242969787427278
32,-2.064142589349737,2.232819076194767
33,-2.0490092265920516,2.203613028271792
34,-2.0737307915565824,2.187725909338689
35,-2.0291875066841656,2.15323551301785
36,-1.9141016287482961,2.119776103697557
37,-1.9009953443631182,2.075188590283177
38,-1.8854622372459702,2.0598570291622007
39,-1.8503041461370202,2.0196434000989343
40,-1.8670487393781114,2.0030700993691215
41,-1.84751739956734,1.9891763859237255
42,-1.7785051941362033,1.9638223190028965
43,-1.692193304993915,1.917776606978245
44,-1.6070588689371448,1.8595199342117823
45,-1.6078757079153012,1.7880421323608002
46,-1.6275798413047786,1.7379126639986535
47,-1.6039892392830604,1.6901339142323029
48,-1.546733032148539,1.6425259452424619
49,-1.5327241672151704,1.6301925351842521
50,-1.4430587361290135,1.606961198529449
51,-1.3757558546615425,1.5751827559051401
52,-1.2733302313991077,1.5554504351756144
53,-1.2247729744078337,1.5102049380645985
54,-1.1688179650257497,1.4829417751867566
55,-1.1130792283840711,1.4923043917555108
56,-1.0875786908796112,1.477249511949416
57,-1.0300192270895987,1.4617691319183708
58,-0.9484047922338926,1.4316390410280766
59,-0.9095141208133801,1.4084539085560541
60,-0.8608056834610914,1.4027817465319927
61,-0.812277676081831,1.4068843416686092
62,-0.7810438038128237,1.3953214359103736
63,-0.7746532805100795,1.3708645311847467
64,-0.7353394487072576,1.32467086714435
65,-0.6178857811643668,1.2801932582125781
66,-0.5925723563317695,1.2476061257330775
67,-0.6008172478527387,1.220350488203441
68,-0.5954766195612001,1.189090017770369
69,-0.5209330848727677,1.1666696306314912
70,-0.5086892575345519,1.1691531636021015
71,-0.46526037753615396,1.176881331176621
72,-0.46911352484472196,1.1695624411459504
73,-0.4748537102653003,1.1615702173609002
74,-0.4329153331513124,1.1486254973503398
75,-0.4529622753699191,1.1575890699846012
76,-0.5006763155769774,1.1673697424840799
77,-0.5161011701371881,1.1681449329965747
78,-0.5523552059366831,1.1969957921838388
79,-0.5890560195063461,1.215450914658732
80,-0.6104960813735503,1.2179816012139453
81,-0.6303856903422718,1.2291210109780373
