,video_name,total_distance,average_speed,max_speed,stop_duration,sum_top_time,crosses_count,first_ascent_latency
0,10j_control_12,0.9398949164760059,0.9398949164760058,0.8349531020088191,,1.0347768407088032,1.0801186943620178,1.1158798283261802
1,10j_control_10,2.110828886306018,2.1108288863060176,2.165182486063676,,0.6966739315834359,0.9792284866468842,0.24892703862660942
2,10j_control_5,1.4937140320373041,1.4937140320373037,1.5393437918962334,,1.2161470671846868,2.077151335311573,0.8841201716738197
3,10j_control_4,0.7840083194133031,0.7840083194133031,0.8455423963018107,,1.1121008244101203,0.6053412462908012,
4,10j_control_0,0.9222489691207018,0.9222489691207015,0.8878496983766888,,0.8177769354685871,1.0207715133531157,1.4420600858369097
5,10j_control_3,0.6899029534446556,0.6899029534446556,0.7539339041403776,,1.092201269781105,0.5222551928783383,0.27467811158798283
6,10j_control_7,1.4947561539342633,1.4947561539342629,1.186762707578415,,0.8244101203449256,2.314540059347181,1.3133047210300428
7,10j_control_11,1.0531285638721481,1.0531285638721486,1.1004241523753404,,0.9553681417606367,1.655786350148368,1.1158798283261802
8,10j_control_2,0.9468714361278516,0.9468714361278515,0.8995758476246595,,1.0931488676205818,0.8249258160237388,
9,10j_control_8,1.3066066274526036,1.3066066274526036,1.3065018238417034,,0.9652231592911968,0.8189910979228486,0.12875536480686695
