,video_name,total_distance,average_speed,max_speed,stop_duration,sum_top_time,crosses_count,first_ascent_latency
0,caff_50mg_6,2.2532806450228766,2.2532806450228766,1.883382820917602,,1.2107142857142859,,1.1311475409836065
1,caff_50mg_4,0.8279694682786753,0.8279694682786751,0.8873884350015653,,0.8780952380952382,1.1311475409836065,0.5683060109289617
2,caff_50mg_7,0.7692772238074175,0.7692772238074175,0.8595850970189055,,,0.6885245901639344,0.5519125683060109
3,caff_50mg_0,1.226825354769831,1.226825354769831,1.1333315623367597,,1.2316666666666667,2.8852459016393444,0.4262295081967213
4,caff_50mg_5,1.0210047067633246,1.0210047067633243,1.0952783071592809,,0.8957142857142857,0.9508196721311475,
5,caff_50mg_1,1.2388144875940161,1.238814487594016,1.5383634530329728,,0.8942857142857144,1.5573770491803278,1.830601092896175
6,caff_50mg_11,1.1258512889524888,1.1258512889524888,1.4426362515450433,,1.0042857142857142,0.9672131147540983,0.1912568306010929
7,caff_50mg_10,1.929093768240737,1.9290937682407368,1.7368900528811988,,1.1111904761904763,,1.185792349726776
8,caff_50mg_12,1.4418771584551058,1.4418771584551056,1.4354049157855242,,0.9147619047619048,1.6557377049180328,0.25136612021857924
9,caff_50mg_9,1.2726010048036578,1.2726010048036578,1.3734056989141077,,0.8709523809523809,1.3770491803278688,2.0273224043715845
10,caff_50mg_3,1.0218542138864428,1.0218542138864426,1.075846957719075,,1.2116666666666667,0.9508196721311475,
11,caff_50mg_2,1.3369739684987383,1.3369739684987383,1.4015047948654997,,0.6371428571428572,1.5737704918032787,1.1475409836065573
