,video_name,total_distance,average_speed,max_speed,stop_duration,sum_top_time,crosses_count,first_ascent_latency
0,palm_100mg_12,1.3753152693849178,1.3753152693849178,1.4491229770533742,,1.4743435316791136,1.1879699248120301,0.7762039660056658
1,palm_100mg_8,1.5659694481571094,1.5659694481571094,1.6121055562948783,,1.3454589255601062,1.2030075187969924,2.2096317280453257
2,palm_100mg_1,1.8626174318327064,1.8626174318327064,1.6391387671979152,,1.0390267405444473,,0.16997167138810196
3,palm_100mg_9,1.379536546779014,1.379536546779014,1.3008886648084743,,1.0720308359431463,0.7518796992481203,2.1189801699716715
4,palm_100mg_6,0.9056089663137146,0.9056089663137145,1.032720614487447,,2.0717899301373164,0.24060150375939848,2.4475920679886687
