,x,y
0,-2.5696715509494346,2.202323061635806
1,-2.530917051435482,2.160464937271203
2,-2.453446487344861,2.1532586548543313
3,-2.4350060912272458,2.154639606214459
4,-2.372978574888083,2.1505810571924373
5,-2.332112292821668,2.133661089182569
6,-2.237137628662093,2.123512884327775
7,-2.1962257478381737,2.1090969942966655
8,-2.2413646938324057,2.126330915494074
9,-2.229221042688386,2.126422905047946
10,-2.159601181966842,2.129461576345154
11,-2.158040287171899,2.112295943758685
12,-2.124478822217806,2.0645285925547947
13,-2.0737576063464545,2.017617808214055
14,-1.9984105566259087,1.9941297039519261
15,-1.9364017936113562,1.9550728167163713
16,-1.9423999264577054,1.940976165873141
17,-1.9138102641734762,1.9232645369044248
18,-1.9336814666609266,1.9066038250390815
19,-1.9651229739806797,1.8599410978839108
20,-1.9082436231134159,1.8253677608145389
21,-2.006474416310916,1.8120142448412146
22,-2.087361310025854,1.8074750575849203
23,-2.1014055568228196,1.810654226545315
24,-2.1621744301573016,1.8108037065499096
25,-2.1143067498032617,1.8204855597193723
26,-1.9787177104556208,1.8112282177353385
27,-1.9586538871302714,1.7883473853640375
28,-1.9118650219008022,1.7357307455416842
29,-1.9048960377374067,1.6845582082473716
30,-1.9000461348131334,1.6485480971043152
31,-1.7936543287384041,1.6387516039510306
32,-1.7057239478093025,1.64094666184699
33,-1.6127516560476656,1.6383139641005942
34,-1.5044116884822292,1.6160884551693269
35,-1.4530384209124358,1.5754350690127206
36,-1.3038853880675592,1.5671098131286092
37,-1.1762105550175148,1.554033892861891
38,-1.0118771067238461,1.5015452295110316
39,-0.8334179443589775,1.495844649996392
40,-0.8735155111089457,1.4477748411570013
41,-0.9595295346852215,1.3948108866763895
42,-0.9099194182207727,1.3673762556128646
43,-0.8633819601849148,1.3908133391959845
44,-0.7281666045280201,1.3994591426475669
45,-0.5589177674309405,1.379112756524164
46,-0.45531398033223813,1.3491738507652735
47,-0.47860562828216807,1.3252244656963479
48,-0.3770883715540499,1.31149791423695
49,-0.2726169275675294,1.2916906255820282
50,-0.24364665152849946,1.26518158201672
51,-0.24734185971931316,1.2540941791263298
52,-0.20952990720641607,1.219090784224446
53,-0.2393985634209414,1.1955330585444597
54,-0.27703578944102625,1.1691449371466218
55,-0.24937018278997422,1.1272777681715473
56,-0.2538024900310956,1.0949363604828461
57,-0.2558372362207482,1.0788573471948175
58,-0.1532026351157477,1.0733772279950853
59,-0.11696051525531595,1.0687234109751282
60,-0.19732703883209576,1.0601428050948878
61,-0.2715202992722661,1.0598218102658055
62,-0.33637956558053517,1.0600840840257852
63,-0.435385078951434,1.0456794806286374
64,-0.5422982906337558,1.028207417630253
65,-0.5377902734872209,1.0174369756466932
66,-0.5766625818130496,0.9973300710916472
67,-0.5934945014466945,0.9764377316834965
68,-0.6281224273321697,0.9202619859342136
69,-0.6847894155030312,0.9223063454894349
70,-0.7100718369592943,0.913492825920529
71,-0.6876415272838471,0.923377567257851
72,-0.6882007148820888,0.9559543851543001
73,-0.7441726057846851,0.979924321107218
74,-0.7819747979634613,0.972474783356878
75,-0.7583122515798802,0.9623506803986862
76,-0.7800859802851581,0.9609940161254711
77,-0.7408284903186392,0.973254097630001
78,-0.7463329918231513,0.9634517217053976
79,-0.7574406069882974,0.9512316717621716
80,-0.8361384487793555,0.9647835553019284
81,-0.8899809820906375,0.9734974409966698
82,-0.9624582682902186,0.9677327599725327
83,-0.9281869409299338,0.9421374666365103
84,-0.8395308242517953,0.9097105296187988
85,-0.8390149665468665,0.8734674333315796
86,-0.9027791711598491,0.8585202126855709
87,-0.9011193628172439,0.8184084127815241
88,-0.9880367272951199,0.7896117712914689
89,-1.0639870602455408,0.765831548447962
90,-1.1103689111353499,0.7491658145271332
91,-1.0865230132761814,0.7408855592898935
92,-1.1311495847605026,0.7285323326153262
93,-1.1814103132830025,0.7038986295478611
94,-1.174202412002163,0.6943427850631219
95,-1.1896528692705772,0.7002937019704301
96,-1.2426207299567096,0.6995987777864408
97,-1.219099081603073,0.6920843188934622
98,-1.2747382998342165,0.6638541271249129
99,-1.324455489194841,0.6580578426183172
100,-1.2688812030349368,0.620224510664517
101,-1.2635983326142057,0.5724863317685963
102,-1.2963168775573486,0.5381798942788907
103,-1.2444608279395755,0.5045953858139232
104,-1.2325533722040238,0.48986467089343777
105,-1.2511842385361651,0.46162498145773956
106,-1.256543798759471,0.47185969460297855
107,-1.2377907970034192,0.4597452431975145
108,-1.1821255151376444,0.4556216534697592
109,-1.1211536290105752,0.4493717911343216
110,-0.9964603125151136,0.49180985643459696
111,-0.8038195492030703,0.49327373552350323
112,-0.7228383984417177,0.4953012969687398
113,-0.6710215859292985,0.48398953107335096
114,-0.6073962815654093,0.40001372367776267
115,-0.5769158506433767,0.33226857238153207
116,-0.5290455987708063,0.30379666441565584
117,-0.5303881770518883,0.294845781774923
118,-0.5479735393153928,0.27438081733190145
119,-0.5499916388528516,0.2352517149979821
120,-0.5154554734216672,0.20923305299685302
121,-0.4985971845400891,0.20151880155011423
122,-0.43425924791132087,0.18559252513865582
123,-0.4678504172691115,0.18086711994505358
124,-0.46406181798537754,0.1993155358829077
125,-0.5466125164878551,0.23786072037134465
126,-0.6831240914525964,0.27416265192536715
127,-0.7923302277784303,0.2830300339332018
